Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Total_Purchases,Total_Spent,Avg_Spent_Per_Purchase,Preferred_Channel,Preferred_Product,Campaign_Response_Rate,Recency_Score,Spending_Segment,Has_Children,Total_Children,Customer_Value
80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,26,2294,0,0,0,1,0,0,0,1,0,0,1352,1326,4,21,1378,65.61904761904762,Store,Wines,0.6666666666666666,88,Medium Spender,0,0,211660.8
91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,39,2651,0,0,1,0,0,0,0,1,0,0,1360,1246,2,26,1474,56.69230769230769,Catalog,Wines,0.5,66,Medium Spender,0,0,196115.7
49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,49,2640,0,1,0,0,0,0,0,0,1,0,723,695,0,29,751,25.896551724137932,Web,Wines,0.0,95,Medium Spender,1,2,0.0
37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,2213,0,1,0,0,0,0,0,0,0,1,45,42,0,7,48,6.857142857142857,Store,Wines,0.0,85,Low Spender,1,1,0.0
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2197,0,1,0,0,0,0,0,1,0,0,36,27,0,6,45,7.5,Store,FishProducts,0.0,69,Low Spender,1,1,0.0
18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,38,2183,0,0,0,1,0,0,0,0,1,0,9,8,0,4,10,2.5,Store,Wines,0.0,24,Low Spender,1,1,0.0
82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,46,2549,0,1,0,0,0,0,0,0,1,0,1367,1299,2,16,1435,89.6875,Store,Wines,0.5,73,Medium Spender,0,0,183608.25
93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,79,2601,0,1,0,0,0,0,0,0,0,1,2098,2077,1,22,2119,96.31818181818181,Catalog,Wines,0.16666666666666666,22,High Spender,0,0,92211.81666666667
48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,2366,0,1,0,0,0,0,0,1,0,0,19,18,0,4,20,5.0,Store,Wines,0.0,91,Low Spender,1,3,0.0
92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,34,2225,0,1,0,0,0,0,0,1,0,0,1762,1729,3,27,1795,66.48148148148148,Store,MeatProducts,0.5,57,High Spender,0,0,200591.25
75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,31,2244,0,1,0,0,0,0,0,1,0,0,1131,1074,2,19,1188,62.526315789473685,Store,Wines,0.3333333333333333,71,Medium Spender,1,1,89258.40000000001
10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,31,2215,0,0,0,1,0,1,0,0,0,0,31,19,0,7,43,6.142857142857143,Store,GoldProds,0.0,47,Low Spender,1,1,0.0
61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,52,2589,0,1,0,0,0,0,0,1,0,0,836,664,0,24,1008,42.0,Store,Wines,0.0,98,Medium Spender,1,1,0.0
84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,59,2575,0,0,1,0,0,0,0,0,0,1,1672,1656,4,16,1688,105.5,Store,Wines,0.8333333333333334,98,High Spender,0,0,363623.3333333334
42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,31,2767,0,1,0,0,0,0,0,1,0,0,493,302,0,21,684,32.57142857142857,Web,Wines,0.0,57,Medium Spender,1,1,0.0
67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,53,2681,0,0,0,1,0,1,0,0,0,0,987,892,0,39,1082,27.743589743589745,Deals,Wines,0.0,23,Medium Spender,1,2,0.0
75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,56,2375,0,1,0,0,0,0,0,1,0,0,954,840,0,25,1068,42.72,Store,Wines,0.0,72,Medium Spender,1,1,0.0
30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,50,2306,0,0,1,0,0,0,0,1,0,0,52,47,0,7,57,8.142857142857142,Store,Wines,0.0,71,Low Spender,1,1,0.0
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,0,0,0,1,0,0,0,0,1,0,40,34,0,5,46,9.2,Store,Wines,0.0,50,Low Spender,1,1,0.0
67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,54,2349,1,0,0,0,0,0,0,1,0,0,719,705,0,23,733,31.869565217391305,Store,Wines,0.0,87,Medium Spender,1,1,0.0
51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,71,2454,0,0,0,0,1,0,0,0,1,0,445,423,0,17,467,27.470588235294116,Web,Wines,0.0,85,Low Spender,1,1,0.0
32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,49,2470,0,1,0,0,0,0,0,0,0,1,117,112,0,10,122,12.2,Store,Wines,0.0,10,Low Spender,1,1,0.0
7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,34,2666,0,1,0,0,0,1,0,0,0,0,27,18,0,7,36,5.142857142857143,Store,Fruits,0.0,3,Low Spender,1,1,0.0
28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0,5,34,6.8,Store,MeatProducts,0.0,43,Low Spender,1,1,0.0
56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,72,2350,0,1,0,0,0,0,0,0,0,1,152,148,0,10,156,15.6,Store,Wines,0.0,27,Low Spender,1,1,0.0
18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,74,2486,0,1,0,0,0,0,0,1,0,0,13,12,0,4,14,3.5,Store,FishProducts,0.0,85,Low Spender,0,0,0.0
30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,0,0,1,0,0,0,0,1,0,0,36,35,0,5,37,7.4,Store,MeatProducts,0.0,86,Low Spender,1,1,0.0
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0,5,34,6.8,Store,GoldProds,0.0,0,Low Spender,0,0,0.0
23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,61,2510,1,0,0,0,0,0,0,1,0,0,15,10,0,4,20,5.0,Store,SweetProducts,0.0,27,Low Spender,0,0,0.0
42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,48,2422,1,0,0,0,0,0,0,0,1,0,182,172,0,11,192,17.454545454545453,Web,Wines,0.0,7,Low Spender,1,1,0.0
81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,56,2341,0,0,1,0,0,0,0,1,0,0,1342,1305,2,17,1379,81.11764705882354,Store,MeatProducts,0.3333333333333333,12,Medium Spender,0,0,108067.63333333332
24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2544,0,1,0,0,0,0,0,1,0,0,43,38,0,7,48,6.857142857142857,Store,Wines,0.0,92,Low Spender,1,1,0.0
55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,67,2348,0,1,0,0,0,0,0,0,0,1,393,358,0,16,428,26.75,Store,Wines,0.0,8,Low Spender,1,1,0.0
57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,65,2582,0,0,1,0,0,0,0,1,0,0,835,802,0,27,868,32.148148148148145,Store,Wines,0.0,28,Medium Spender,1,1,0.0
56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,51,2657,0,1,0,0,0,0,0,1,0,0,964,927,0,27,1001,37.074074074074076,Catalog,Wines,0.0,75,Medium Spender,1,1,0.0
36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2414,0,0,1,0,0,0,0,0,1,0,56,53,0,7,59,8.428571428571429,Store,MeatProducts,0.0,82,Low Spender,1,1,0.0
70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,40,2369,0,1,0,0,0,1,0,0,0,0,408,385,0,16,431,26.9375,Store,Wines,0.0,12,Low Spender,1,2,0.0
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,44,2819,0,1,0,0,0,0,0,1,0,0,962,953,0,27,971,35.96296296296296,Store,Wines,0.0,78,Medium Spender,1,1,0.0
38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,48,2837,0,1,0,0,0,0,0,1,0,0,306,264,0,19,348,18.31578947368421,Deals,Wines,0.0,9,Low Spender,1,3,0.0
89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,54,2811,0,0,1,0,0,1,0,0,0,0,1995,1931,2,24,2059,85.79166666666667,Store,MeatProducts,0.5,55,High Spender,0,0,290421.95
42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,36,2613,0,1,0,0,0,0,0,0,1,0,219,173,1,14,265,18.928571428571427,Store,Wines,0.3333333333333333,28,Low Spender,1,1,23169.833333333332
50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,68,2194,0,1,0,0,0,0,0,1,0,0,265,260,0,13,270,20.76923076923077,Store,Wines,0.0,47,Low Spender,1,1,0.0
66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,38,2801,0,0,0,1,0,1,0,0,0,0,1257,1225,0,19,1289,67.84210526315789,Catalog,MeatProducts,0.0,21,Medium Spender,0,0,0.0
60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,56,2338,0,1,0,0,0,0,0,1,0,0,827,761,1,16,893,55.8125,Store,Wines,0.3333333333333333,97,Medium Spender,1,1,69892.13333333333
70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,71,2439,0,0,0,0,1,0,0,1,0,0,804,682,0,22,926,42.09090909090909,Store,MeatProducts,0.0,39,Medium Spender,0,0,0.0
50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,62,2311,0,0,0,0,1,0,0,0,0,1,121,107,0,9,135,15.0,Web,Wines,0.0,74,Low Spender,1,1,0.0
80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,57,2162,0,1,0,0,0,0,0,1,0,0,1254,1013,1,19,1495,78.6842105263158,Store,Wines,0.16666666666666666,52,Medium Spender,0,0,54118.99999999999
33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,45,2284,0,1,0,0,0,0,0,1,0,0,83,46,0,9,120,13.333333333333334,Web,MeatProducts,0.0,53,Low Spender,1,1,0.0
66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,51,2277,0,0,1,0,0,0,0,0,0,1,1288,1288,0,20,1288,64.4,Store,Wines,0.0,16,Medium Spender,0,0,0.0
75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,65,2591,0,0,0,1,0,0,0,0,0,1,1726,1709,2,17,1743,102.52941176470588,Catalog,Wines,0.5,82,High Spender,0,0,226677.15000000002
31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,2765,0,0,0,0,1,0,0,1,0,0,12,9,0,4,15,3.75,Store,MeatProducts,0.0,86,Low Spender,1,1,0.0
53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,69,2274,0,1,0,0,0,0,0,1,0,0,537,532,0,20,542,27.1,Store,Wines,0.0,13,Medium Spender,1,2,0.0
49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,49,2842,0,0,0,1,0,0,0,0,0,1,832,774,0,25,890,35.6,Store,Wines,0.0,7,Medium Spender,1,1,0.0
61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,45,2618,0,1,0,0,0,0,0,1,0,0,1299,1210,0,33,1388,42.06060606060606,Store,Wines,0.0,52,Medium Spender,1,1,0.0
37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,40,2421,0,1,0,0,0,0,0,1,0,0,14,11,0,4,17,4.25,Store,MeatProducts,0.16666666666666666,81,Low Spender,1,1,688.7833333333332
56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,39,2853,0,0,0,1,0,0,0,0,0,1,898,890,1,30,906,30.2,Store,Wines,0.3333333333333333,18,Medium Spender,1,1,86462.6
38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2702,0,1,0,0,0,0,0,1,0,0,40,36,0,6,44,7.333333333333333,Store,Wines,0.0,8,Low Spender,1,2,0.0
20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,32,2201,0,0,1,0,0,0,0,1,0,0,16,7,0,5,25,5.0,Store,GoldProds,0.0,41,Low Spender,1,1,0.0
62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,64,2655,0,1,0,0,0,0,0,1,0,0,856,739,0,26,973,37.42307692307692,Store,Wines,0.0,59,Medium Spender,1,1,0.0
41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,48,2210,0,0,1,0,0,0,0,0,0,1,29,27,0,6,31,5.166666666666667,Store,Wines,0.0,32,Low Spender,1,2,0.0
55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,494,470,0,17,518,30.470588235294116,Store,Wines,0.0,80,Medium Spender,1,1,0.0
62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,48,2773,0,1,0,0,0,0,0,0,0,1,438,346,0,19,530,27.894736842105264,Store,Wines,0.0,6,Medium Spender,1,1,0.0
41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,43,2765,0,1,0,0,0,0,0,1,0,0,387,268,0,21,506,24.095238095238095,Web,Wines,0.0,58,Medium Spender,1,1,0.0
38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,0,1,0,0,0,0,0,0,1,0,46,22,0,6,70,11.666666666666666,Web,GoldProds,0.0,39,Low Spender,1,1,0.0
37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2481,1,0,0,0,0,0,0,0,1,0,54,54,0,6,54,9.0,Store,Wines,0.0,45,Low Spender,1,1,0.0
32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,46,2838,0,0,1,0,0,0,0,1,0,0,224,152,1,12,296,24.666666666666668,Web,Wines,0.3333333333333333,73,Low Spender,1,1,28100.266666666666
43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,45,2401,0,1,0,0,0,0,0,1,0,0,261,256,0,15,266,17.733333333333334,Store,Wines,0.0,69,Low Spender,1,1,0.0
83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,60,2786,0,0,0,1,0,0,0,0,1,0,729,711,0,19,747,39.31578947368421,Catalog,Wines,0.0,6,Medium Spender,0,0,0.0
78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,1,0,0,0,0,0,0,0,0,1,877,859,0,29,895,30.862068965517242,Store,Wines,0.16666666666666666,64,Medium Spender,0,0,42094.83333333333
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,17,1053,61.94117647058823,Store,Wines,0.0,95,Medium Spender,1,1,0.0
60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,46,2527,0,1,0,0,0,0,0,1,0,0,645,555,0,21,735,35.0,Store,Wines,0.0,7,Medium Spender,1,1,0.0
14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2313,0,1,0,0,0,0,0,1,0,0,19,18,0,5,20,4.0,Store,Wines,0.0,75,Low Spender,1,1,0.0
28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,68,2768,0,0,0,0,1,1,0,0,0,0,191,177,0,10,205,20.5,Web,MeatProducts,0.0,3,Low Spender,0,0,0.0
78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,62,2802,0,0,0,1,0,0,0,0,0,1,1958,1824,0,21,2092,99.61904761904762,Store,Wines,0.0,88,High Spender,1,1,0.0
46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,44,2732,1,0,0,0,0,0,0,1,0,0,295,281,0,14,309,22.071428571428573,Web,Wines,0.0,0,Low Spender,1,1,0.0
76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,65,2651,0,0,0,1,0,0,0,1,0,0,1682,1642,1,22,1722,78.27272727272727,Store,Wines,0.16666666666666666,27,High Spender,0,0,76370.70000000001
58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,0,0,1,0,0,0,0,0,1,0,770,640,0,15,900,60.0,Catalog,Wines,0.0,22,Medium Spender,1,1,0.0
55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,76,2373,1,0,0,0,0,0,0,0,0,1,656,630,1,20,682,34.1,Web,Wines,0.16666666666666666,14,Medium Spender,0,0,27086.766666666666
59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,58,2601,1,0,0,0,0,0,0,0,1,0,651,639,0,22,663,30.136363636363637,Store,Wines,0.0,11,Medium Spender,1,1,0.0
55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,2244,1,0,0,0,0,0,0,1,0,0,41,39,0,6,43,7.166666666666667,Store,Wines,0.0,77,Low Spender,1,1,0.0
78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,49,2593,0,0,0,1,0,0,0,0,0,1,1799,1782,0,18,1816,100.88888888888889,Catalog,Wines,0.0,16,High Spender,1,1,0.0
67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,27,976,36.148148148148145,Store,Wines,0.0,36,Medium Spender,1,1,0.0
65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,76,2611,0,1,0,0,0,0,0,1,0,0,725,704,0,21,746,35.523809523809526,Store,Wines,0.0,90,Medium Spender,0,0,0.0
27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,70,2851,0,0,0,1,0,0,0,1,0,0,40,16,0,6,64,10.666666666666666,Store,GoldProds,0.0,7,Low Spender,1,2,0.0
48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,5,32,6.4,Store,Wines,0.0,97,Low Spender,1,1,0.0
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,9,263,29.22222222222222,Web,GoldProds,0.0,93,Low Spender,0,0,0.0
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,35,2833,0,1,0,0,0,0,0,0,0,1,1292,1139,0,21,1445,68.80952380952381,Store,Wines,0.0,33,Medium Spender,1,1,0.0
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,0,0,0,1,0,0,0,0,1,0,40,34,0,5,46,9.2,Store,Wines,0.0,50,Low Spender,1,1,0.0
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,67,2758,0,0,0,0,1,0,0,1,0,0,1102,994,0,28,1210,43.214285714285715,Store,Wines,0.0,70,Medium Spender,0,0,0.0
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,24,945,39.375,Catalog,MeatProducts,0.0,22,Medium Spender,1,1,0.0
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,22,1157,52.59090909090909,Store,Wines,0.0,22,Medium Spender,0,0,0.0
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,28,2532,0,1,0,0,0,0,0,1,0,0,117,97,0,8,137,17.125,Store,MeatProducts,0.0,28,Low Spender,0,0,0.0
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,25,730,29.2,Store,Wines,0.0,50,Medium Spender,1,1,0.0
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,39,2559,0,0,0,1,0,0,0,0,0,1,185,154,1,12,216,18.0,Web,Wines,0.16666666666666666,2,Low Spender,1,1,9248.4
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,23,943,41.0,Store,Wines,0.0,93,Medium Spender,1,1,0.0
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,56,2411,0,1,0,0,0,0,0,1,0,0,341,335,1,16,347,21.6875,Web,Wines,0.16666666666666666,6,Low Spender,1,2,14001.449999999999
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,19,1924,101.26315789473684,Store,Wines,0.16666666666666666,21,High Spender,0,0,72887.53333333333
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,17,397,23.352941176470587,Web,Wines,0.0,37,Low Spender,1,1,0.0
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,45,2600,0,0,1,0,0,0,0,0,1,0,2062,2035,0,22,2089,94.95454545454545,Store,Wines,0.0,52,High Spender,0,0,0.0
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,59,2670,0,1,0,0,0,0,0,1,0,0,118,98,0,11,138,12.545454545454545,Deals,Wines,0.0,90,Low Spender,1,2,0.0
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,5,42,8.4,Store,Wines,0.0,22,Low Spender,1,1,0.0
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,61,2469,0,0,0,1,0,0,0,1,0,0,702,627,0,17,777,45.705882352941174,Store,MeatProducts,0.0,75,Medium Spender,0,0,0.0
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,20,1902,95.1,Store,Wines,0.3333333333333333,80,High Spender,0,0,145122.6
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2312,1,0,0,0,0,0,0,1,0,0,42,32,0,7,52,7.428571428571429,Store,Wines,0.0,32,Low Spender,1,2,0.0
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,33,2279,0,0,1,0,0,0,0,0,1,0,1476,1301,1,13,1651,127.0,Store,Wines,0.16666666666666666,4,High Spender,0,0,62985.649999999994
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0,13,358,27.53846153846154,Store,Wines,0.0,51,Low Spender,0,0,0.0
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2,16,1727,107.9375,Store,Wines,0.3333333333333333,26,High Spender,0,0,161532.06666666668
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,10,210,21.0,Store,GoldProds,0.16666666666666666,64,Low Spender,1,1,9898.0
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0,5,42,8.4,Store,MeatProducts,0.0,23,Low Spender,1,1,0.0
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0,20,1291,64.55,Store,Wines,0.0,79,Medium Spender,0,0,0.0
